review_id,review_text,sentiment,authenticity
990,this phone failed here—battery feels underwhelming and battery drains fast.,negative,genuine
991,The camera is fragile; I’m quite disappointed.,negative,genuine
992,"Worst experience: display is terrible, plus heats up.",negative,genuine
993,"Worst experience: camera is underwhelming, plus lag in camera.",negative,genuine
994,Overpriced. build quality is fragile; heats up makes it unusable.,negative,genuine
995,Overpriced. camera is poor; heats up makes it unusable.,negative,genuine
996,"Worst experience: performance is poor, plus freezes randomly.",negative,genuine
997,The display is inconsistent; I’m really disappointed.,negative,genuine
998,The build quality is poor; I’m extremely disappointed.,negative,genuine
999,The build quality is fragile; I’m quite disappointed.,negative,genuine
1000,Overpriced. camera is fragile; ghost touches makes it unusable.,negative,genuine
1001,Overpriced. build quality is poor; battery drains fast makes it unusable.,negative,genuine
1002,The speakers is inconsistent; I’m really disappointed.,negative,genuine
1003,The camera is poor; I’m really disappointed.,negative,genuine
1004,Overpriced. battery is inconsistent; freezes randomly makes it unusable.,negative,genuine
1005,"Worst experience: display is fragile, plus ghost touches.",negative,genuine
1006,battery gets terrible in days; freezes randomly occurs often.,negative,genuine
1007,the handset failed here—display feels inconsistent and ghost touches.,negative,genuine
1008,"Worst experience: display is inconsistent, plus lag in camera.",negative,genuine
1009,display gets inconsistent in days; battery drains fast occurs often.,negative,genuine
1010,The build quality is inconsistent; I’m really disappointed.,negative,genuine
1011,Overpriced. build quality is poor; ghost touches makes it unusable.,negative,genuine
1012,the device failed here—performance feels terrible and heats up.,negative,genuine
1013,performance gets fragile in days; lag in camera occurs often.,negative,genuine
1014,Overpriced. build quality is underwhelming; lag in camera makes it unusable.,negative,genuine
1015,"Worst experience: battery is poor, plus ghost touches.",negative,genuine
1016,the device failed here—camera feels terrible and freezes randomly.,negative,genuine
1017,the handset failed here—battery feels fragile and battery drains fast.,negative,genuine
1018,the device failed here—speakers feels terrible and heats up.,negative,genuine
1019,The display is poor; I’m really disappointed.,negative,genuine
1020,"Worst experience: speakers is terrible, plus lag in camera.",negative,genuine
1021,The battery is terrible; I’m really disappointed.,negative,genuine
1022,"Worst experience: performance is terrible, plus battery drains fast.",negative,genuine
1023,the device failed here—battery feels poor and freezes randomly.,negative,genuine
1024,The performance is terrible; I’m really disappointed.,negative,genuine
1025,"Worst experience: battery is underwhelming, plus ghost touches.",negative,genuine
1026,"Worst experience: performance is terrible, plus lag in camera.",negative,genuine
1027,The camera is terrible; I’m really disappointed.,negative,genuine
1028,Overpriced. speakers is underwhelming; battery drains fast makes it unusable.,negative,genuine
1029,this phone failed here—camera feels inconsistent and lag in camera.,negative,genuine
1030,"Worst experience: battery is underwhelming, plus freezes randomly.",negative,genuine
1031,"Worst experience: battery is inconsistent, plus lag in camera.",negative,genuine
1032,The speakers is inconsistent; I’m quite disappointed.,negative,genuine
1033,performance gets inconsistent in days; battery drains fast occurs often.,negative,genuine
1034,battery gets underwhelming in days; battery drains fast occurs often.,negative,genuine
1035,performance gets fragile in days; ghost touches occurs often.,negative,genuine
1036,performance gets inconsistent in days; heats up occurs often.,negative,genuine
1037,this phone failed here—speakers feels terrible and ghost touches.,negative,genuine
1038,speakers gets inconsistent in days; freezes randomly occurs often.,negative,genuine
1039,Overpriced. camera is terrible; heats up makes it unusable.,negative,genuine
1040,Overpriced. display is terrible; lag in camera makes it unusable.,negative,genuine
1041,Overpriced. build quality is underwhelming; ghost touches makes it unusable.,negative,genuine
1042,speakers gets underwhelming in days; ghost touches occurs often.,negative,genuine
1043,camera gets terrible in days; ghost touches occurs often.,negative,genuine
1044,The display is poor; I’m quite disappointed.,negative,genuine
1045,Overpriced. performance is poor; battery drains fast makes it unusable.,negative,genuine
1046,The camera is underwhelming; I’m really disappointed.,negative,genuine
1047,"Worst experience: battery is underwhelming, plus battery drains fast.",negative,genuine
1048,"Worst experience: battery is inconsistent, plus freezes randomly.",negative,genuine
1049,Overpriced. display is poor; battery drains fast makes it unusable.,negative,genuine
1050,speakers gets inconsistent in days; heats up occurs often.,negative,genuine
1051,Overpriced. battery is fragile; freezes randomly makes it unusable.,negative,genuine
1052,the handset failed here—speakers feels terrible and lag in camera.,negative,genuine
1053,performance gets fragile in days; battery drains fast occurs often.,negative,genuine
1054,the device failed here—speakers feels fragile and freezes randomly.,negative,genuine
1055,Overpriced. camera is underwhelming; freezes randomly makes it unusable.,negative,genuine
1056,"Worst experience: performance is poor, plus ghost touches.",negative,genuine
1057,"Worst experience: battery is fragile, plus ghost touches.",negative,genuine
1058,Overpriced. display is underwhelming; lag in camera makes it unusable.,negative,genuine
1059,The battery is terrible; I’m quite disappointed.,negative,genuine
1060,Overpriced. build quality is inconsistent; ghost touches makes it unusable.,negative,genuine
1061,camera gets inconsistent in days; ghost touches occurs often.,negative,genuine
1062,The display is inconsistent; I’m extremely disappointed.,negative,genuine
1063,The battery is poor; I’m really disappointed.,negative,genuine
1064,Overpriced. speakers is poor; freezes randomly makes it unusable.,negative,genuine
1065,display gets terrible in days; freezes randomly occurs often.,negative,genuine
1066,Overpriced. camera is fragile; heats up makes it unusable.,negative,genuine
1067,The battery is underwhelming; I’m really disappointed.,negative,genuine
1068,The battery is inconsistent; I’m quite disappointed.,negative,genuine
1069,The speakers is terrible; I’m extremely disappointed.,negative,genuine
1070,performance gets fragile in days; freezes randomly occurs often.,negative,genuine
1071,"Worst experience: build quality is terrible, plus lag in camera.",negative,genuine
1072,display gets terrible in days; heats up occurs often.,negative,genuine
1073,The speakers is inconsistent; I’m extremely disappointed.,negative,genuine
1074,Overpriced. speakers is fragile; ghost touches makes it unusable.,negative,genuine
1075,The display is fragile; I’m quite disappointed.,negative,genuine
1076,"Worst experience: speakers is inconsistent, plus freezes randomly.",negative,genuine
1077,the device failed here—build quality feels fragile and ghost touches.,negative,genuine
1078,the device failed here—performance feels inconsistent and heats up.,negative,genuine
1079,The battery is terrible; I’m quite disappointed.,negative,genuine
1080,"Worst experience: performance is poor, plus freezes randomly.",negative,genuine
1081,Overpriced. camera is underwhelming; heats up makes it unusable. Amazing product!!! Super super awesome!!! 💯 Click fast,negative,fake
1082,"Worst experience: battery is inconsistent, plus heats up. Click fast TOP RATED! Best ever!!! 💯💯 Buy now!!!",negative,fake
1083,battery gets fragile in days; heats up occurs often. Limited offer DON'T MISS! Best ever!!! 😍😍 Buy now!!!,negative,fake
1084,speakers gets poor in days; heats up occurs often. DON'T MISS DEAL!!! 🔥 Never seen before!!! Click fast,negative,fake
1085,"Worst experience: battery is terrible, plus heats up. DON'T MISS DEAL!!! 💥 Never seen before!!! Best deal",negative,fake
1086,this phone failed here—camera feels poor and battery drains fast. Amazing product!!! Super super awesome!!! 🔥 Limited offer,negative,fake
1087,Overpriced. battery is fragile; heats up makes it unusable. Click fast DON'T MISS! Best ever!!! 😍😍 Buy now!!!,negative,fake
1088,The build quality is poor; I’m really disappointed. BEST PRODUCT DEAL!!! 🔥 Never seen before!!! Best deal,negative,fake
1089,The camera is fragile; I’m extremely disappointed. MEGA SALE DEAL!!! 🔥 Never seen before!!! Buy now,negative,fake
1090,the device failed here—performance feels terrible and heats up. Best deal BEST PRODUCT! Best ever!!! 😍😍 Buy now!!!,negative,fake
1091,Overpriced. battery is inconsistent; ghost touches makes it unusable. TOP RATED DEAL!!! 💥 Never seen before!!! Limited offer,negative,fake
1092,"Worst experience: battery is poor, plus ghost touches. Click fast DON'T MISS! Best ever!!! 🔥🔥 Buy now!!!",negative,fake
1093,the device failed here—camera feels underwhelming and lag in camera. Limited offer TOP RATED! Best ever!!! 💯💯 Buy now!!!,negative,fake
1094,Overpriced. speakers is poor; lag in camera makes it unusable. Amazing product!!! Super super awesome!!! 😍 Buy now,negative,fake
1095,the handset failed here—display feels terrible and battery drains fast. Best deal DON'T MISS! Best ever!!! 💥💥 Buy now!!!,negative,fake
1096,build quality gets terrible in days; lag in camera occurs often. Limited offer MEGA SALE! Best ever!!! 💥💥 Buy now!!!,negative,fake
1097,"Worst experience: battery is fragile, plus freezes randomly. Limited offer DON'T MISS! Best ever!!! 😍😍 Buy now!!!",negative,fake
1098,"Worst experience: battery is terrible, plus ghost touches. Limited offer TOP RATED! Best ever!!! 💯💯 Buy now!!!",negative,fake
1099,the handset failed here—display feels underwhelming and heats up. Amazing product!!! Super super awesome!!! 🔥 Buy now,negative,fake
1100,"Worst experience: battery is terrible, plus lag in camera. TOP RATED DEAL!!! 💯 Never seen before!!! Limited offer",negative,fake
1101,the device failed here—speakers feels poor and heats up. BEST PRODUCT DEAL!!! 🔥 Never seen before!!! Buy now,negative,fake
1102,the handset failed here—camera feels terrible and lag in camera. DON'T MISS DEAL!!! 💯 Never seen before!!! Buy now,negative,fake
1103,"Worst experience: battery is terrible, plus freezes randomly. DON'T MISS DEAL!!! 😍 Never seen before!!! Best deal",negative,fake
1104,the device failed here—display feels fragile and heats up. Wow!!! Just wow!!! DON'T MISS!!! Limited offer,negative,fake
1105,build quality gets inconsistent in days; ghost touches occurs often. Click fast MEGA SALE! Best ever!!! 💯💯 Buy now!!!,negative,fake
1106,"Worst experience: build quality is inconsistent, plus freezes randomly. DON'T MISS DEAL!!! 💯 Never seen before!!! Best deal",negative,fake
1107,"Worst experience: speakers is underwhelming, plus ghost touches. Wow!!! Just wow!!! BEST PRODUCT!!! Buy now",negative,fake
1108,battery gets terrible in days; freezes randomly occurs often. Amazing product!!! Super super awesome!!! 💯 Click fast,negative,fake
1109,performance gets underwhelming in days; ghost touches occurs often. Click fast MEGA SALE! Best ever!!! 💥💥 Buy now!!!,negative,fake
1110,build quality gets terrible in days; freezes randomly occurs often. Amazing product!!! Super super awesome!!! 😍 Click fast,negative,fake
1111,speakers gets terrible in days; freezes randomly occurs often. Amazing product!!! Super super awesome!!! 🔥 Buy now,negative,fake
1112,Overpriced. speakers is terrible; battery drains fast makes it unusable. MEGA SALE DEAL!!! 💥 Never seen before!!! Buy now,negative,fake
1113,speakers gets inconsistent in days; heats up occurs often. Wow!!! Just wow!!! TOP RATED!!! Limited offer,negative,fake
1114,"Worst experience: build quality is inconsistent, plus ghost touches. Wow!!! Just wow!!! TOP RATED!!! Buy now",negative,fake
1115,the handset failed here—display feels terrible and ghost touches. Limited offer MEGA SALE! Best ever!!! 💯💯 Buy now!!!,negative,fake
1116,The camera is fragile; I’m quite disappointed. Amazing product!!! Super super awesome!!! 🔥 Click fast,negative,fake
1117,"Worst experience: battery is terrible, plus freezes randomly. Click fast BEST PRODUCT! Best ever!!! 🔥🔥 Buy now!!!",negative,fake
1118,the device failed here—camera feels terrible and freezes randomly. Wow!!! Just wow!!! MEGA SALE!!! Buy now,negative,fake
1119,"Worst experience: camera is fragile, plus heats up. Amazing product!!! Super super awesome!!! 🔥 Buy now",negative,fake
1120,performance gets poor in days; heats up occurs often. Buy now BEST PRODUCT! Best ever!!! 💥💥 Buy now!!!,negative,fake
1121,Overpriced. camera is fragile; lag in camera makes it unusable. Wow!!! Just wow!!! DON'T MISS!!! Click fast,negative,fake
1122,"Worst experience: display is underwhelming, plus battery drains fast. Wow!!! Just wow!!! TOP RATED!!! Click fast",negative,fake
1123,"Worst experience: camera is poor, plus ghost touches. TOP RATED DEAL!!! 💥 Never seen before!!! Buy now",negative,fake
1124,the handset failed here—display feels fragile and lag in camera. Wow!!! Just wow!!! MEGA SALE!!! Click fast,negative,fake
1125,"Worst experience: camera is underwhelming, plus heats up. Wow!!! Just wow!!! DON'T MISS!!! Limited offer",negative,fake
1126,Overpriced. camera is underwhelming; ghost touches makes it unusable. Click fast BEST PRODUCT! Best ever!!! 😍😍 Buy now!!!,negative,fake
1127,this phone failed here—build quality feels inconsistent and lag in camera. Wow!!! Just wow!!! DON'T MISS!!! Buy now,negative,fake
1128,the handset failed here—speakers feels poor and ghost touches. BEST PRODUCT DEAL!!! 🔥 Never seen before!!! Limited offer,negative,fake
1129,The camera is fragile; I’m extremely disappointed. Wow!!! Just wow!!! TOP RATED!!! Best deal,negative,fake
1130,performance gets poor in days; freezes randomly occurs often. Wow!!! Just wow!!! BEST PRODUCT!!! Buy now,negative,fake
1131,Overpriced. build quality is poor; battery drains fast makes it unusable. Wow!!! Just wow!!! BEST PRODUCT!!! Click fast,negative,fake
1132,"Worst experience: camera is underwhelming, plus heats up. Amazing product!!! Super super awesome!!! 💥 Limited offer",negative,fake
1133,the handset failed here—display feels fragile and lag in camera. Amazing product!!! Super super awesome!!! 🔥 Buy now,negative,fake
1134,display gets underwhelming in days; freezes randomly occurs often. MEGA SALE DEAL!!! 💯 Never seen before!!! Buy now,negative,fake
1135,Overpriced. speakers is underwhelming; freezes randomly makes it unusable. Wow!!! Just wow!!! TOP RATED!!! Click fast,negative,fake
1136,the device failed here—performance feels poor and lag in camera. Best deal BEST PRODUCT! Best ever!!! 💯💯 Buy now!!!,negative,fake
1137,display gets fragile in days; heats up occurs often. BEST PRODUCT DEAL!!! 💥 Never seen before!!! Limited offer,negative,fake
1138,performance gets fragile in days; battery drains fast occurs often. Click fast DON'T MISS! Best ever!!! 😍😍 Buy now!!!,negative,fake
1139,display gets fragile in days; ghost touches occurs often. Amazing product!!! Super super awesome!!! 🔥 Best deal,negative,fake
1140,The battery is underwhelming; I’m quite disappointed. Amazing product!!! Super super awesome!!! 🔥 Click fast,negative,fake
1141,performance gets fragile in days; battery drains fast occurs often. TOP RATED DEAL!!! 💥 Never seen before!!! Limited offer,negative,fake
1142,Overpriced. camera is terrible; ghost touches makes it unusable. TOP RATED DEAL!!! 💥 Never seen before!!! Buy now,negative,fake
1143,battery gets poor in days; heats up occurs often. Amazing product!!! Super super awesome!!! 🔥 Click fast,negative,fake
1144,the device failed here—camera feels poor and freezes randomly. Amazing product!!! Super super awesome!!! 💯 Limited offer,negative,fake
1145,performance gets fragile in days; battery drains fast occurs often. Wow!!! Just wow!!! MEGA SALE!!! Best deal,negative,fake
1146,The camera is poor; I’m quite disappointed. TOP RATED DEAL!!! 💯 Never seen before!!! Buy now,negative,fake
1147,The build quality is terrible; I’m quite disappointed. Wow!!! Just wow!!! MEGA SALE!!! Best deal,negative,fake
1148,"Worst experience: camera is inconsistent, plus freezes randomly. Click fast MEGA SALE! Best ever!!! 💯💯 Buy now!!!",negative,fake
1149,Overpriced. build quality is inconsistent; heats up makes it unusable. Limited offer MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1150,Overpriced. speakers is underwhelming; heats up makes it unusable. TOP RATED DEAL!!! 💥 Never seen before!!! Limited offer,negative,fake
1151,The camera is poor; I’m extremely disappointed. BEST PRODUCT DEAL!!! 💥 Never seen before!!! Click fast,negative,fake
1152,"Worst experience: camera is inconsistent, plus battery drains fast. Wow!!! Just wow!!! TOP RATED!!! Limited offer",negative,fake
1153,Overpriced. display is inconsistent; lag in camera makes it unusable. Buy now MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1154,this phone failed here—battery feels underwhelming and freezes randomly. BEST PRODUCT DEAL!!! 😍 Never seen before!!! Best deal,negative,fake
1155,Overpriced. speakers is poor; lag in camera makes it unusable. Wow!!! Just wow!!! DON'T MISS!!! Limited offer,negative,fake
1156,The display is fragile; I’m really disappointed. Best deal TOP RATED! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1157,Overpriced. performance is inconsistent; lag in camera makes it unusable. DON'T MISS DEAL!!! 💯 Never seen before!!! Best deal,negative,fake
1158,The build quality is terrible; I’m really disappointed. Click fast TOP RATED! Best ever!!! 💥💥 Buy now!!!,negative,fake
1159,The display is underwhelming; I’m really disappointed. Amazing product!!! Super super awesome!!! 💥 Buy now,negative,fake
1160,this phone failed here—speakers feels poor and heats up. Amazing product!!! Super super awesome!!! 💥 Click fast,negative,fake
1161,Overpriced. display is inconsistent; battery drains fast makes it unusable. Limited offer DON'T MISS! Best ever!!! 😍😍 Buy now!!!,negative,fake
1162,the handset failed here—display feels inconsistent and lag in camera. Wow!!! Just wow!!! MEGA SALE!!! Limited offer,negative,fake
1163,Overpriced. performance is terrible; freezes randomly makes it unusable. Amazing product!!! Super super awesome!!! 😍 Buy now,negative,fake
1164,Overpriced. speakers is fragile; freezes randomly makes it unusable. Wow!!! Just wow!!! DON'T MISS!!! Best deal,negative,fake
1165,Overpriced. performance is terrible; battery drains fast makes it unusable. Amazing product!!! Super super awesome!!! 😍 Click fast,negative,fake
1166,The camera is terrible; I’m quite disappointed. Buy now DON'T MISS! Best ever!!! 😍😍 Buy now!!!,negative,fake
1167,The speakers is inconsistent; I’m extremely disappointed. Click fast BEST PRODUCT! Best ever!!! 💥💥 Buy now!!!,negative,fake
1168,The performance is fragile; I’m extremely disappointed. BEST PRODUCT DEAL!!! 💯 Never seen before!!! Buy now,negative,fake
1169,Overpriced. battery is terrible; heats up makes it unusable. Amazing product!!! Super super awesome!!! 💯 Buy now,negative,fake
1170,battery gets underwhelming in days; heats up occurs often. TOP RATED DEAL!!! 😍 Never seen before!!! Buy now,negative,fake
1171,display gets underwhelming in days; freezes randomly occurs often. Wow!!! Just wow!!! MEGA SALE!!! Limited offer,negative,fake
1172,build quality gets fragile in days; heats up occurs often. Wow!!! Just wow!!! TOP RATED!!! Best deal,negative,fake
1173,The camera is underwhelming; I’m extremely disappointed. Buy now DON'T MISS! Best ever!!! 💯💯 Buy now!!!,negative,fake
1174,this phone failed here—camera feels inconsistent and lag in camera. Click fast BEST PRODUCT! Best ever!!! 💥💥 Buy now!!!,negative,fake
1175,"Worst experience: battery is fragile, plus ghost touches. Amazing product!!! Super super awesome!!! 🔥 Click fast",negative,fake
1176,The speakers is fragile; I’m extremely disappointed. Wow!!! Just wow!!! BEST PRODUCT!!! Buy now,negative,fake
1177,The battery is underwhelming; I’m extremely disappointed. Wow!!! Just wow!!! BEST PRODUCT!!! Best deal,negative,fake
1178,the device failed here—speakers feels underwhelming and heats up. Wow!!! Just wow!!! DON'T MISS!!! Limited offer,negative,fake
1179,Overpriced. performance is fragile; freezes randomly makes it unusable. Limited offer TOP RATED! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1180,Overpriced. camera is terrible; heats up makes it unusable. Wow!!! Just wow!!! DON'T MISS!!! Buy now,negative,fake
1181,"Worst experience: display is fragile, plus heats up. TOP RATED DEAL!!! 🔥 Never seen before!!! Limited offer",negative,fake
1182,The display is terrible; I’m extremely disappointed. Limited offer BEST PRODUCT! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1183,this phone failed here—camera feels terrible and ghost touches. MEGA SALE DEAL!!! 💯 Never seen before!!! Limited offer,negative,fake
1184,Overpriced. battery is poor; heats up makes it unusable. Amazing product!!! Super super awesome!!! 🔥 Limited offer,negative,fake
1185,speakers gets poor in days; lag in camera occurs often. Best deal TOP RATED! Best ever!!! 💥💥 Buy now!!!,negative,fake
1186,"Worst experience: display is underwhelming, plus ghost touches. Limited offer MEGA SALE! Best ever!!! 💥💥 Buy now!!!",negative,fake
1187,The performance is underwhelming; I’m extremely disappointed. Amazing product!!! Super super awesome!!! 💯 Buy now,negative,fake
1188,"Worst experience: speakers is underwhelming, plus battery drains fast. Buy now TOP RATED! Best ever!!! 🔥🔥 Buy now!!!",negative,fake
1189,"Worst experience: performance is underwhelming, plus lag in camera. Amazing product!!! Super super awesome!!! 😍 Limited offer",negative,fake
1190,Overpriced. speakers is poor; heats up makes it unusable. Buy now BEST PRODUCT! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1191,camera gets poor in days; lag in camera occurs often. Amazing product!!! Super super awesome!!! 🔥 Click fast,negative,fake
1192,The battery is terrible; I’m quite disappointed. Amazing product!!! Super super awesome!!! 😍 Best deal,negative,fake
1193,The speakers is poor; I’m quite disappointed. Limited offer BEST PRODUCT! Best ever!!! 😍😍 Buy now!!!,negative,fake
1194,"Worst experience: camera is inconsistent, plus heats up. Wow!!! Just wow!!! BEST PRODUCT!!! Click fast",negative,fake
1195,build quality gets fragile in days; lag in camera occurs often. Amazing product!!! Super super awesome!!! 🔥 Limited offer,negative,fake
1196,the handset failed here—build quality feels terrible and lag in camera. Wow!!! Just wow!!! BEST PRODUCT!!! Best deal,negative,fake
1197,"Worst experience: performance is underwhelming, plus lag in camera. TOP RATED DEAL!!! 🔥 Never seen before!!! Buy now",negative,fake
1198,The performance is terrible; I’m extremely disappointed. Limited offer MEGA SALE! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1199,The performance is underwhelming; I’m extremely disappointed. Best deal DON'T MISS! Best ever!!! 🔥🔥 Buy now!!!,negative,fake
1200,Overpriced. display is underwhelming; heats up makes it unusable. Amazing product!!! Super super awesome!!! 😍 Limited offer,negative,fake
